timestamp,dist_to_goal,bearing_error,min_obstacle_dist,v_cmd,w_cmd,is_tracking,is_visible
1767893375.5131674,0.7644907124970199,-0.16738130310264807,0.543,0.08,-0.09411764705882353,1,1
1767893376.6057057,0.7644907124970199,-0.16738130310264807,0.543,0.08,-0.09411764705882353,0,0
1767893377.6195261,0.7256037080257035,-0.12237053019744026,0.546,0.08,-0.35294117647058826,1,1
1767893378.693335,0.6676254288596847,-0.06906707709380913,0.646,0.08,-0.04705882352941182,1,1
1767893379.771252,0.6420058537136176,0.10925071704851973,0.706,0.08,0.07058823529411762,1,1
1767893380.8092327,0.5589355480173127,0.3669009526957553,0.669,0.08,0.21176470588235297,0,0
1767893381.9127364,0.7985911506050685,0.26835785970746895,0.676,0.08,0.14117647058823524,1,1
1767893383.008742,0.7033432220021113,0.15583853710676493,0.642,0.08,0.09411764705882353,1,1
1767893384.0749404,0.6699229551474594,0.031088505383752157,0.605,0.08,-0.14117647058823535,1,1
1767893385.1232862,0.6423027419682628,-0.11541320110404726,0.563,0.08,-0.07058823529411767,1,1
1767893386.2195153,0.6778871392913457,-0.08554379570374829,0.508,0.08,-0.04705882352941182,1,1
1767893387.2654932,0.6981556871871512,-0.02014863814261708,0.464,0.08,0.0,1,1
1767893388.4078445,0.6923968991212002,-0.006947230298427809,0.438,0.08,0.0,1,1
1767893389.5976596,0.6733473165317012,-0.034697317812363127,0.422,0.08,-0.02352941176470591,1,1
1767893390.778728,0.677334208381129,-0.10515108592844866,0.369,0.08,-0.04705882352941182,1,1
1767893391.9030156,0.6688421733771974,-0.12136521345765316,0.32,0.08,-0.07058823529411767,1,1
1767893393.0227158,0.6953653972015156,-0.21898543255063668,0.288,0.08,-0.11764705882352944,1,1
1767893394.108234,0.6675506027227892,-0.2177077112336563,0.268,0.08,-0.11764705882352944,1,1
1767893395.1633573,0.6734687873052437,-0.25253661308742964,0.263,0.08,-0.14117647058823535,1,1
1767893396.3890767,0.6957875075538146,-0.2963838005213836,0.266,0.08,-0.1647058823529412,1,1
1767893397.667962,0.6839447950468049,-0.30433127043436436,0.28,0.08,-0.1647058823529412,1,1
1767893398.9116755,0.6511761511195512,-0.3483634134394864,0.298,0.08,-0.18823529411764708,1,1
1767893400.088799,0.556166931711201,-0.2086456385307658,0.322,0.08,-0.11764705882352944,0,0
1767893401.3213046,0.46241937959183094,-0.045277445620038215,0.346,0.08,-0.02352941176470591,0,0
1767893402.5787523,0.36171336393008874,0.13745045911925136,0.367,0.08,0.09411764705882353,0,0
1767893403.8302145,0.2643066201320887,0.2909824053165968,0.392,0.08,0.21176470588235297,0,0
1767893405.0651224,0.17135576417341414,0.3995500673464478,0.421,0.07428571428571429,0.3529411764705882,0,0
1767893406.2515824,0.08697430423782401,0.6064208462553236,0.454,0.017142857142857144,0.3764705882352941,0,0
1767893407.4588976,0.05057662766126735,1.0526374327103658,0.392,0.0,0.4,0,0
1767893408.7254992,0.05057662093523832,1.051957506254806,0.419,0.0,0.4,0,0
1767893409.9205246,0.050589181467503776,1.0510646085217616,0.523,0.0,0.4,0,0
1767893411.179455,0.050589186507981686,1.0505083158161241,0.524,0.0,0.4,0,0
1767893412.440106,0.050576605392990595,1.0506636712977364,0.426,0.0,0.4,0,0
1767893413.727588,0.4532362691780726,-0.2906699279409575,0.416,0.08,-0.18823529411764708,1,1
1767893414.9446976,0.4532362691780726,-0.29098046814023704,0.367,0.08,-0.1647058823529412,0,0
